I,Q,A
1711,"¿Qué sanción establece el artículo 221 para un servidor público que celebre contratos en perjuicio del Estado?","El artículo 221 establece una sanción de privación de libertad de cinco (5) a diez (10) años para un servidor público que celebre contratos en perjuicio del Estado. ley 1768 de 10 de marzo de 1997 del codigo penal."
1712,"¿Cuál es la pena para un particular que celebre contratos lesivos a la economía nacional según el artículo 221?","El artículo 221 establece una pena de reclusión de tres (3) a ocho (8) años para un particular que celebre contratos lesivos a la economía nacional. ley 1768 de 10 de marzo de 1997 del codigo penal."
1713,"¿Qué establece el artículo 222 sobre el incumplimiento de contratos celebrados con el Estado?","El artículo 222 establece una sanción de privación de libertad de tres (3) a ocho (8) años para quien incumpla contratos celebrados con el Estado sin justa causa. ley 1768 de 10 de marzo de 1997 del codigo penal."
1714,"¿Qué sanción se impone según el artículo 223 a quien destruya o deteriore bienes del Estado?","El artículo 223 establece una sanción de privación de libertad de uno (1) a seis (6) años para quien destruya o deteriore bienes del Estado. ley 1768 de 10 de marzo de 1997 del codigo penal."
1715,"¿Qué establece el artículo 224 sobre la conducta antieconómica de un servidor público?","El artículo 224 establece una sanción de privación de libertad de tres (3) a ocho (8) años para un servidor público que, por mala administración, cause daños al patrimonio del Estado. ley 1768 de 10 de marzo de 1997 del codigo penal."
1716,"¿En qué casos se agrava la sanción por infidencia económica según el artículo 225?","El artículo 225 establece que la sanción se agravará en un tercio si la infidencia económica se realiza en beneficio propio o de terceros. ley 1768 de 10 de marzo de 1997 del codigo penal."
1717,"¿Cuál es la sanción para quien alza o baja el precio de mercancías mediante artificios fraudulentos según el artículo 226?","El artículo 226 establece una sanción de privación de libertad de seis (6) meses a tres (3) años para quien manipule el precio de mercancías mediante artificios fraudulentos. ley 1768 de 10 de marzo de 1997 del codigo penal."
1718,"¿Qué establece el artículo 227 sobre la destrucción de productos con grave perjuicio para la riqueza nacional?","El artículo 227 establece una sanción de privación de libertad de uno (1) a tres (3) años para quien destruya productos con grave perjuicio para la riqueza nacional. ley 1768 de 10 de marzo de 1997 del codigo penal."
1719,"¿Qué sanción establece el artículo 228 para quien obtenga dinero o ventajas económicas ilegítimas abusando de su condición de dirigente?","El artículo 228 establece una sanción de privación de libertad de uno (1) a tres (3) años para quien obtenga dinero o ventajas económicas ilegítimas abusando de su condición de dirigente. ley 1768 de 10 de marzo de 1997 del codigo penal."
1720,"¿Cuál es la pena para un servidor público que comete el delito de contribuciones y ventajas ilegítimas según el artículo 228 Bis?","El artículo 228 Bis establece una pena de privación de libertad de tres (3) a ocho (8) años para un servidor público que comete el delito de contribuciones y ventajas ilegítimas. ley 1768 de 10 de marzo de 1997 del codigo penal."
1721,"¿Qué artículo sanciona la celebración de contratos en perjuicio del Estado?","El artículo 221 sanciona la celebración de contratos en perjuicio del Estado. ley 1768 de 10 de marzo de 1997 del codigo penal."
1722,"¿En qué artículo se menciona el incumplimiento de contratos con el Estado?","El artículo 222 menciona el incumplimiento de contratos con el Estado. ley 1768 de 10 de marzo de 1997 del codigo penal."
1723,"¿Qué artículo establece la sanción por destruir bienes del Estado o patrimonio nacional?","El artículo 223 establece la sanción por destruir bienes del Estado o patrimonio nacional. ley 1768 de 10 de marzo de 1997 del codigo penal."
1724,"¿Cuál es el artículo que sanciona la mala administración que cause daño al patrimonio del Estado?","El artículo 224 sanciona la mala administración que cause daño al patrimonio del Estado. ley 1768 de 10 de marzo de 1997 del codigo penal."
1725,"¿Qué artículo trata sobre la infidencia económica relacionada con la revelación de datos reservados?","El artículo 225 trata sobre la infidencia económica relacionada con la revelación de datos reservados. ley 1768 de 10 de marzo de 1997 del codigo penal."
1726,"¿En qué artículo se sanciona el alza o baja de precios mediante noticias falsas o artificios fraudulentos?","El artículo 226 sanciona el alza o baja de precios mediante noticias falsas o artificios fraudulentos. ley 1768 de 10 de marzo de 1997 del codigo penal."
1727,"¿Qué artículo menciona la destrucción de productos que cause perjuicio a la economía nacional?","El artículo 227 menciona la destrucción de productos que cause perjuicio a la economía nacional. ley 1768 de 10 de marzo de 1997 del codigo penal."
1728,"¿Qué artículo regula las contribuciones y ventajas ilegítimas obtenidas abusando de una posición de dirigente?","El artículo 228 regula las contribuciones y ventajas ilegítimas obtenidas abusando de una posición de dirigente. ley 1768 de 10 de marzo de 1997 del codigo penal."
1729,"¿Cuál es el artículo que sanciona a servidores públicos por contribuciones y ventajas ilegítimas con daño económico al Estado?","El artículo 228 Bis sanciona a servidores públicos por contribuciones y ventajas ilegítimas con daño económico al Estado. ley 1768 de 10 de marzo de 1997 del codigo penal."
1730,"¿Qué artículo sanciona la organización de sociedades ficticias para obtener beneficios indebidos?","El artículo 229 sanciona la organización de sociedades ficticias para obtener beneficios indebidos. ley 1768 de 10 de marzo de 1997 del codigo penal."
1731,"¿Qué sanciona el artículo 231 sobre la evasión de impuestos?","El artículo 231 establece que los delitos tributarios tipificados en el Código Tributario y la Ley General de Aduanas serán sancionados conforme al Título IV del Código Penal. ley 1768 de 10 de marzo de 1997 del codigo penal."
1732,"¿Qué establece el artículo 232 sobre el sabotaje en establecimientos industriales?","El artículo 232 establece una sanción de uno (1) a ocho (8) años de privación de libertad para quien invada, ocupe o dañe establecimientos industriales, agrícolas o mineros. ley 1768 de 10 de marzo de 1997 del codigo penal."
1733,"¿Cuál es la sanción por monopolizar la importación, producción o distribución de mercancías según el artículo 233?","El artículo 233 establece una sanción de reclusión de seis (6) meses a tres (3) años y multa de cien (100) a quinientos (500) días por monopolizar la importación, producción o distribución de mercancías con el fin de elevar los precios. ley 1768 de 10 de marzo de 1997 del codigo penal."
1734,"¿Qué sanciona el artículo 234 sobre lock-outs, huelgas o paros ilegales?","El artículo 234 sanciona con privación de libertad de uno (1) a cinco (5) años y multa de cien (100) a quinientos (500) días a quien promueva lock-outs, huelgas o paros ilegales. ley 1768 de 10 de marzo de 1997 del codigo penal."
1735,"¿Qué establece el artículo 235 sobre el fraude comercial?","El artículo 235 establece una sanción de privación de libertad de seis (6) meses a tres (3) años para quien engañe al comprador entregándole un producto diferente en lugar público o abierto al público. ley 1768 de 10 de marzo de 1997 del codigo penal."
1736,"¿Qué sanción impone el artículo 236 por engañar con productos industriales?","El artículo 236 impone una sanción de privación de libertad de seis (6) meses a tres (3) años por vender productos industriales que induzcan a engaño sobre su origen, procedencia, cantidad o calidad. ley 1768 de 10 de marzo de 1997 del codigo penal."
1737,"¿Cuál es la sanción por desviar clientela de un establecimiento mediante propaganda desleal según el artículo 237?","El artículo 237 establece una sanción de multa de treinta (30) a cien (100) días por desviar clientela mediante propaganda desleal. ley 1768 de 10 de marzo de 1997 del codigo penal."
1738,"¿Qué establece el artículo 238 sobre la corrupción de dependientes?","El artículo 238 establece una sanción de multa de treinta (30) a cien (100) días para quien dé o prometa dinero u otra ventaja económica a un dependiente del competidor para obtener ganancia indebida. ley 1768 de 10 de marzo de 1997 del codigo penal."
1739,"¿Qué sanciona el artículo 239 sobre la tenencia de pesas y medidas falsas?","El artículo 239 sanciona con prestación de trabajo de uno (1) a seis (6) meses o multa de veinte (20) a ciento veinte (120) días a quien tenga en su poder pesas y medidas falsas. ley 1768 de 10 de marzo de 1997 del codigo penal."
1740,"¿Cuál es la sanción por cometer bigamia según el artículo 240?","El artículo 240 establece una sanción de privación de libertad de dos (2) a cuatro (4) años para quien contraiga un nuevo matrimonio sin haber disuelto el anterior. ley 1768 de 10 de marzo de 1997 del codigo penal."
1741,"¿Qué artículo menciona la evasión de impuestos y su sanción?","El artículo 231 menciona la evasión de impuestos y su sanción. ley 1768 de 10 de marzo de 1997 del codigo penal."
1742,"¿En qué artículo se sanciona el sabotaje en establecimientos industriales, agrícolas o mineros?","El artículo 232 sanciona el sabotaje en establecimientos industriales, agrícolas o mineros. ley 1768 de 10 de marzo de 1997 del codigo penal."
1743,"¿Cuál es el artículo que regula el monopolio en la importación, producción o distribución de mercancías?","El artículo 233 regula el monopolio en la importación, producción o distribución de mercancías. ley 1768 de 10 de marzo de 1997 del codigo penal."
1744,"¿Qué artículo trata sobre lock-outs, huelgas y paros ilegales?","El artículo 234 trata sobre lock-outs, huelgas y paros ilegales. ley 1768 de 10 de marzo de 1997 del codigo penal."
1745,"¿Qué artículo sanciona el fraude comercial en lugares públicos?","El artículo 235 sanciona el fraude comercial en lugares públicos. ley 1768 de 10 de marzo de 1997 del codigo penal."
1746,"¿En qué artículo se sanciona el engaño en la venta de productos industriales?","El artículo 236 sanciona el engaño en la venta de productos industriales. ley 1768 de 10 de marzo de 1997 del codigo penal."
1747,"¿Qué artículo menciona las sanciones por desviar clientela de un establecimiento mediante propaganda desleal?","El artículo 237 menciona las sanciones por desviar clientela mediante propaganda desleal. ley 1768 de 10 de marzo de 1997 del codigo penal."
1748,"¿Cuál es el artículo que regula la corrupción de dependientes?","El artículo 238 regula la corrupción de dependientes. ley 1768 de 10 de marzo de 1997 del codigo penal."
1749,"¿En qué artículo se sanciona la tenencia, uso o fabricación de pesas y medidas falsas?","El artículo 239 sanciona la tenencia, uso o fabricación de pesas y medidas falsas. ley 1768 de 10 de marzo de 1997 del codigo penal."
1750,"¿Qué artículo menciona la sanción por cometer bigamia?","El artículo 240 menciona la sanción por cometer bigamia. ley 1768 de 10 de marzo de 1997 del codigo penal."
1751,"¿Cuál es la sanción para quien, no siendo casado, contrajere matrimonio con una persona casada a sabiendas?","Será sancionado con privación de libertad de uno (1) a tres (3) años. ley 1768 de 10 de marzo de 1997 del codigo penal."
1752,"¿Qué pena se aplica a quien induzca en error esencial al otro contrayente en el matrimonio?","Será sancionado con privación de libertad de dos (2) a cuatro (4) años. ley 1768 de 10 de marzo de 1997 del codigo penal."
1753,"¿Qué sucede si alguien oculta un impedimento legal respecto a su estado civil o del otro contrayente en un matrimonio?","Será sancionado con privación de libertad de dos (2) a cuatro (4) años. ley 1768 de 10 de marzo de 1997 del codigo penal."
1754,"¿Qué sanción recibe un oficial del Registro Civil que autoriza un matrimonio ilegal de los descritos en los artículos 240 y 241?","Será sancionado con privación de libertad de dos (2) a seis (6) años. ley 1768 de 10 de marzo de 1997 del codigo penal."
1755,"¿Qué sucede si un oficial del Registro Civil no cumple con las formalidades legales al celebrar un matrimonio?","Será sancionado con privación de libertad de dos (2) a seis (6) años. ley 1768 de 10 de marzo de 1997 del codigo penal."
1756,"¿Cuál es la sanción para quien se atribuyere autoridad para celebrar un matrimonio de manera falsa?","Será sancionado con privación de libertad de dos (2) a seis (6) años. ley 1768 de 10 de marzo de 1997 del codigo penal."
1757,"¿Qué sanción se aplica a quien simule un matrimonio mediante engaño?","Será sancionado con privación de libertad de dos (2) a seis (6) años. ley 1768 de 10 de marzo de 1997 del codigo penal."
1758,"¿Qué pena recibe quien inscriba en el Registro Civil a una persona inexistente?","Será sancionado con reclusión de uno (1) a cinco (5) años. ley 1768 de 10 de marzo de 1997 del codigo penal."
1759,"¿Qué sucede si se insertan hechos falsos en el registro de nacimientos para alterar el estado civil de un recién nacido?","Será sancionado con reclusión de uno (1) a cinco (5) años. ley 1768 de 10 de marzo de 1997 del codigo penal."
1760,"¿Cuál es la pena para quien, mediante ocultación o substitución, deje a un recién nacido sin estado civil?","Será sancionado con reclusión de uno (1) a cinco (5) años. ley 1768 de 10 de marzo de 1997 del codigo penal."
1761,"¿Qué sanción recibe quien finja preñez o parto para otorgar a un supuesto hijo derechos que no le corresponden?","Será sancionado con reclusión de uno (1) a cinco (5) años. ley 1768 de 10 de marzo de 1997 del codigo penal."
1762,"¿Qué ocurre si un oficial del Registro Civil autoriza inscripciones falsas a sabiendas?","La pena será agravada en un tercio. ley 1768 de 10 de marzo de 1997 del codigo penal."
1763,"¿Qué establece el artículo 245 sobre la atenuación de la pena por causa de honor?","La pena será atenuada en una mitad si se incurre en los casos de los incisos 2) y 3) del artículo anterior. ley 1768 de 10 de marzo de 1997 del codigo penal."
1764,"¿Cómo se atenúa la pena si el hecho se cometió para amparar o ayudar a la alimentación, cuidado o educación del menor o incapaz?","La pena se atenuará en una mitad o no habrá sanción alguna, según las circunstancias. ley 1768 de 10 de marzo de 1997 del codigo penal."
1765,"¿Cuál es la sanción para quien substrajere a un menor de dieciséis años o a un jurídicamente incapaz de la potestad de sus padres?","Será sancionado con privación de libertad de cinco (5) a diez (10) años. ley 1768 de 10 de marzo de 1997 del codigo penal."
1766,"¿Qué sucede si se retiene a un menor de dieciséis años contra su voluntad?","Será sancionado con privación de libertad de cinco (5) a diez (10) años. ley 1768 de 10 de marzo de 1997 del codigo penal."
1767,"¿Qué pena se aplica si la víctima de una subtracción tiene más de dieciséis años y no hubo consentimiento?","Se aplicará la misma pena de cinco (5) a diez (10) años. ley 1768 de 10 de marzo de 1997 del codigo penal."
1768,"¿Qué sanción recibe quien induce a fugar a un menor de dieciséis años o a un jurídicamente incapaz?","Será sancionado con privación de libertad de dos (2) a cuatro (4) años. ley 1768 de 10 de marzo de 1997 del codigo penal."
1769,"¿Cuál es la sanción para quien retenga a un menor o incapaz contra la voluntad de sus padres o tutores?","Será sancionado con privación de libertad de dos (2) a cuatro (4) años. ley 1768 de 10 de marzo de 1997 del codigo penal."
1770,"¿Qué pena se impone a quien abandona a su familia sin justa causa, incumpliendo sus obligaciones de sustento, habitación y asistencia?","Será sancionado con reclusión de seis (6) meses a dos (2) años o multa de cien (100) a cuatrocientos (400) días. ley 1768 de 10 de marzo de 1997 del codigo penal."
1771,"¿Qué establece el artículo 248 sobre el abandono de ascendientes o descendientes mayores incapacitados?","Incurrirá en la misma pena de reclusión de seis (6) meses a dos (2) años o multa de cien (100) a cuatrocientos (400) días. ley 1768 de 10 de marzo de 1997 del codigo penal."
1772,"¿Qué sucede si un padre, tutor o curador no provee a la instrucción primaria de un menor en edad escolar sin justa causa?","Será sancionado con privación de libertad de seis (6) meses a dos (2) años e inhabilitación para ejercer la autoridad de padre, tutor o curador. ley 1768 de 10 de marzo de 1997 del codigo penal."
1773,"¿Cuál es la sanción para quien permita que un menor frecuente casas de juego o de mala fama?","Será sancionado con privación de libertad de seis (6) meses a dos (2) años e inhabilitación para ejercer la autoridad de padre, tutor o curador. ley 1768 de 10 de marzo de 1997 del codigo penal."
1774,"¿Qué sanción se aplica a quien permita que un menor frecuente espectáculos capaces de pervertirle?","Será sancionado con privación de libertad de seis (6) meses a dos (2) años e inhabilitación para ejercer la autoridad de padre, tutor o curador. ley 1768 de 10 de marzo de 1997 del codigo penal."
1775,"¿Qué establece el artículo 249 sobre autorizar que un menor resida o trabaje en una casa de prostitución?","Será sancionado con privación de libertad de seis (6) meses a dos (2) años e inhabilitación para ejercer la autoridad de padre, tutor o curador. ley 1768 de 10 de marzo de 1997 del codigo penal."
1776,"¿Qué sucede si alguien permite que un menor mendigue o sirva a un mendigo para inspirar conmiseración?","Será sancionado con privación de libertad de seis (6) meses a dos (2) años e inhabilitación para ejercer la autoridad de padre, tutor o curador. ley 1768 de 10 de marzo de 1997 del codigo penal."
1777,"¿Cuál es la pena para quien embaraza a una mujer fuera del matrimonio y luego la abandona sin prestarle asistencia necesaria?","Será sancionado con reclusión de seis (6) meses a tres (3) años. ley 1768 de 10 de marzo de 1997 del codigo penal."
1778,"¿Qué sanción se impone si el abandono de una mujer embarazada resulta en un delito de aborto, infanticidio, exposición o suicidio?","Será sancionado con privación de libertad de uno (1) a cinco (5) años. ley 1768 de 10 de marzo de 1997 del codigo penal."
1779,"¿Qué artículo me protege si alguien intenta contraer matrimonio conmigo a sabiendas de que ya estoy casado?","Artículo 241. ley 1768 de 10 de marzo de 1997 del codigo penal."
1780,"¿Qué artículo sanciona a un oficial del Registro Civil por autorizar matrimonios ilegales?","Artículo 242. ley 1768 de 10 de marzo de 1997 del codigo penal."
1781,"¿En qué artículo se sanciona la simulación de un matrimonio mediante engaño?","Artículo 243. ley 1768 de 10 de marzo de 1997 del codigo penal."
1782,"¿Qué artículo me protege si alguien altera el estado civil de un recién nacido con hechos falsos en el registro de nacimientos?","Artículo 244. ley 1768 de 10 de marzo de 1997 del codigo penal."
1783,"¿En qué artículo se contempla una atenuación de la pena si alguien comete un delito para salvar su honor o el de un familiar?","Artículo 245. ley 1768 de 10 de marzo de 1997 del codigo penal."
1784,"¿Qué artículo establece la pena para quien retiene a un menor de dieciséis años contra su voluntad?","Artículo 246. ley 1768 de 10 de marzo de 1997 del codigo penal."
1785,"¿Qué artículo sanciona a quien induce a fugar a un menor de dieciséis años?","Artículo 247. ley 1768 de 10 de marzo de 1997 del codigo penal."
1786,"¿En qué artículo se sanciona el abandono de las obligaciones familiares como el sustento, habitación y educación?","Artículo 248. ley 1768 de 10 de marzo de 1997 del codigo penal."
1787,"¿Qué artículo sanciona a un tutor o padre por permitir que un menor frecuente casas de mala fama?","Artículo 249. ley 1768 de 10 de marzo de 1997 del codigo penal."
1788,"¿Qué artículo protege a una mujer embarazada que ha sido abandonada por el padre de su hijo?","Artículo 250. ley 1768 de 10 de marzo de 1997 del codigo penal."
1789,"¿Qué establece el artículo 251 sobre el homicidio?","El artículo 251 establece que quien matare a otro será sancionado con presidio de cinco (5) a veinte (20) años, con una agravante si la víctima es niña, niño o adolescente, aumentando la pena a diez (10) a veinticinco (25) años. ley 1768 de 10 de marzo de 1997 del codigo penal."
1790,"¿Cuál es la pena por asesinato según el artículo 252?","El artículo 252 sanciona el asesinato con presidio de treinta (30) años sin derecho a indulto. ley 1768 de 10 de marzo de 1997 del codigo penal."
1791,"¿Qué circunstancias agravan el asesinato según el artículo 252?","El asesinato se agrava si la víctima es descendiente, cónyuge, conviviente, si es por motivos fútiles, con alevosía, ensañamiento, en virtud de promesas, para ocultar otro delito, o para evitar la captura del delincuente. ley 1768 de 10 de marzo de 1997 del codigo penal."
1792,"¿Qué castiga el artículo 253 del Código Penal?","El artículo 253 castiga el parricidio, es decir, el asesinato de un padre, madre, abuelo u otro ascendiente en línea recta, con la pena de treinta (30) años de presidio sin derecho a indulto. ley 1768 de 10 de marzo de 1997 del codigo penal."
1793,"¿Qué establece el artículo 254 sobre el homicidio por emoción violenta?","El artículo 254 establece que quien matare a otro en estado de emoción violenta excusable o por móviles honorables será sancionado con reclusión de uno (1) a seis (6) años, con una pena mayor si la víctima es ascendiente, descendiente, cónyuge o conviviente. ley 1768 de 10 de marzo de 1997 del codigo penal."
1794,"¿Cuál es la sanción por homicidio en prácticas deportivas según el artículo 255?","El artículo 255 establece que el deportista que cause la muerte de otro en un deporte autorizado con infracción de los reglamentos será sancionado con reclusión de seis (6) meses a dos (2) años. ley 1768 de 10 de marzo de 1997 del codigo penal."
1795,"¿Qué establece el artículo 256 sobre el homicidio-suicidio?","El artículo 256 establece que quien instigue o ayude al suicidio, si este se consuma, será sancionado con reclusión de dos (2) a seis (6) años, agravándose si la víctima es niña, niño o adolescente. ley 1768 de 10 de marzo de 1997 del codigo penal."
1796,"¿Cuál es la pena para el homicidio piadoso según el artículo 257?","El artículo 257 establece una pena de reclusión de uno (1) a tres (3) años por homicidio piadoso, es decir, cuando la muerte se produce por móviles piadosos y apremiantes instancias del interesado para acelerar una muerte inminente o evitar graves padecimientos. ley 1768 de 10 de marzo de 1997 del codigo penal."
1797,"¿Cómo se sanciona el infanticidio según el artículo 258?","El artículo 258 establece que la madre que, para encubrir su fragilidad o deshonra, diere muerte a su hijo durante el parto o hasta tres (3) días después, será sancionada con privación de libertad de uno (1) a tres (3) años. ley 1768 de 10 de marzo de 1997 del codigo penal."
1798,"¿Qué pena establece el artículo 259 para el homicidio en riña o pelea?","El artículo 259 establece una sanción de uno (1) a seis (6) años de privación de libertad si en una riña o pelea con más de dos personas no se identifica al autor de la muerte. ley 1768 de 10 de marzo de 1997 del codigo penal."
1799,"¿Qué consecuencias establece el artículo 260 para el homicidio culposo?","El artículo 260 establece que quien por culpa cause la muerte de una persona será sancionado con reclusión de seis (6) meses a tres (3) años, agravándose la pena si la muerte ocurre por una grave violación de deberes inherentes a una profesión, oficio o cargo. ley 1768 de 10 de marzo de 1997 del codigo penal."
1800,"¿Qué artículo establece una mayor sanción si la víctima de homicidio es un niño, niña o adolescente?","El artículo 251 establece una sanción mayor si la víctima es un niño, niña o adolescente. ley 1768 de 10 de marzo de 1997 del codigo penal."
1801,"¿Qué artículo me protege en caso de asesinato por motivos fútiles?","El artículo 252 me protege en caso de asesinato por motivos fútiles. ley 1768 de 10 de marzo de 1997 del codigo penal."
1802,"¿Qué artículo sanciona el homicidio de un familiar directo como un padre o abuelo?","El artículo 253 sanciona el homicidio de un familiar directo, como un padre o abuelo. ley 1768 de 10 de marzo de 1997 del codigo penal."
1803,"¿Qué artículo podría aplicarse si alguien comete homicidio en un estado emocional alterado?","El artículo 254 podría aplicarse si alguien comete homicidio en un estado de emoción violenta excusable. ley 1768 de 10 de marzo de 1997 del codigo penal."
1804,"¿Qué artículo regula la responsabilidad de un deportista que cause la muerte de otro durante una competición?","El artículo 255 regula la responsabilidad de un deportista que cause la muerte de otro durante una competición. ley 1768 de 10 de marzo de 1997 del codigo penal."
1805,"¿Qué artículo sanciona a una persona que instiga o ayuda a otro a suicidarse?","El artículo 256 sanciona a una persona que instiga o ayuda a otro a suicidarse. ley 1768 de 10 de marzo de 1997 del codigo penal."
1806,"¿Qué artículo podría aplicarse si alguien comete un homicidio por razones piadosas?","El artículo 257 podría aplicarse si alguien comete un homicidio por razones piadosas. ley 1768 de 10 de marzo de 1997 del codigo penal."
1807,"¿Qué artículo establece la sanción para una madre que mata a su hijo recién nacido para encubrir su deshonra?","El artículo 258 establece la sanción para una madre que mata a su hijo recién nacido para encubrir su deshonra. ley 1768 de 10 de marzo de 1997 del codigo penal."
1808,"¿Qué artículo regula el castigo si durante una riña o pelea alguien causa la muerte de otra persona sin que se identifique al autor?","El artículo 259 regula el castigo si en una riña o pelea alguien causa la muerte sin que se identifique al autor. ley 1768 de 10 de marzo de 1997 del codigo penal."
1809,"¿Qué artículo establece sanciones si alguien causa la muerte de otra persona por negligencia o imprudencia?","El artículo 260 establece sanciones si alguien causa la muerte de otra persona por negligencia o imprudencia. ley 1768 de 10 de marzo de 1997 del codigo penal."
1810,"¿Qué establece el artículo 261 sobre las consecuencias de un accidente de tránsito con resultado de muerte?","El artículo 261 establece que quien resulte culpable de la muerte o lesiones graves ocasionadas en un accidente de tránsito será sancionado con reclusión de uno (1) a tres (3) años. ley 1768 de 10 de marzo de 1997 del codigo penal."
1811,"¿Cómo se agrava la sanción en accidentes de tránsito según el artículo 261?","Si el accidente se produce bajo la influencia de alcohol o estupefacientes, la pena será de uno (1) a cinco (5) años y se impondrá inhabilitación para conducir por un período de uno (1) a cinco (5) años. ley 1768 de 10 de marzo de 1997 del codigo penal."
1812,"¿Qué pena establece el artículo 262 para quien omita prestar socorro en un accidente de tránsito?","El artículo 262 establece una pena de privación de libertad de uno (1) a cuatro (4) años para quien omita prestar socorro o asistencia a las víctimas de un accidente de tránsito. ley 1768 de 10 de marzo de 1997 del codigo penal."
1813,"¿Qué establece el artículo 263 en relación al aborto sin consentimiento?","El artículo 263 establece una sanción de privación de libertad de dos (2) a seis (6) años si el aborto es practicado sin el consentimiento de la mujer o si esta es menor de dieciséis (16) años. ley 1768 de 10 de marzo de 1997 del codigo penal."
1814,"¿Cómo se sanciona a la mujer que consiente un aborto según el artículo 263?","El artículo 263 sanciona con reclusión de uno (1) a tres (3) años a la mujer que consiente un aborto. ley 1768 de 10 de marzo de 1997 del codigo penal."
1815,"¿Qué establece el artículo 264 sobre el aborto que causa lesión o muerte?","El artículo 264 establece que si el aborto con consentimiento de la mujer causa lesión, la pena será de uno (1) a cuatro (4) años; y si causa la muerte, la sanción será agravada en una mitad. ley 1768 de 10 de marzo de 1997 del codigo penal."
1816,"¿Qué pena se aplica si el aborto es seguido de la muerte de la mujer sin su consentimiento?","El artículo 264 establece que si el aborto no consentido causa la muerte de la mujer, la pena será de dos (2) a nueve (9) años. ley 1768 de 10 de marzo de 1997 del codigo penal."
1817,"¿Cómo se regula el aborto cometido para salvar el honor de la mujer según el artículo 265?","El artículo 265 establece que el aborto honoris causa, cometido para salvar el honor de la mujer, con su consentimiento, se sanciona con reclusión de seis (6) meses a dos (2) años. ley 1768 de 10 de marzo de 1997 del codigo penal."
1818,"¿Qué establece el artículo 266 sobre la impunidad del aborto?","El artículo 266 establece que el aborto no será punible si es consecuencia de un delito de violación, rapto, estupro o incesto, o si es practicado para evitar un peligro para la vida o salud de la madre. ley 1768 de 10 de marzo de 1997 del codigo penal."
1819,"¿Qué pena establece el artículo 267 por un aborto causado por violencia sin intención?","El artículo 267 establece una pena de reclusión de tres (3) meses a tres (3) años si el aborto es causado por violencia sin intención, pero siendo notorio el embarazo. ley 1768 de 10 de marzo de 1997 del codigo penal."
1820,"¿Qué establece el artículo 268 sobre el aborto culposo?","El artículo 268 establece que quien cause un aborto por culpa será sancionado con prestación de trabajo por un período de hasta un (1) año. ley 1768 de 10 de marzo de 1997 del codigo penal."
1821,"¿Cómo se sanciona la práctica habitual del aborto según el artículo 269?","El artículo 269 establece una pena de privación de libertad de uno (1) a seis (6) años para quien se dedique habitualmente a la práctica del aborto. ley 1768 de 10 de marzo de 1997 del codigo penal."
1822,"¿Qué consecuencias establece el artículo 270 para las lesiones gravísimas?","El artículo 270 establece una pena de tres (3) a nueve (9) años si la lesión resulta en una enfermedad mental o corporal incurable, debilitación permanente de la salud, pérdida de un sentido, miembro o función, incapacidad permanente para el trabajo, deformación permanente del rostro o peligro inminente de perder la vida. ley 1768 de 10 de marzo de 1997 del codigo penal."
1823,"¿Cómo se agravan las penas por lesiones gravísimas si la víctima es un niño, niña o adolescente?","El artículo 270 establece que la pena por lesiones gravísimas será agravada en dos tercios si la víctima es un niño, niña o adolescente. ley 1768 de 10 de marzo de 1997 del codigo penal."
1824,"¿Qué artículo me protege en caso de un accidente de tránsito que cause la muerte de alguien?","El artículo 261 me protege en caso de un accidente de tránsito que cause la muerte de alguien. ley 1768 de 10 de marzo de 1997 del codigo penal."
1825,"¿Qué artículo me protege si el conductor responsable de un accidente de tránsito se da a la fuga sin prestar ayuda?","El artículo 262 me protege en caso de que el conductor responsable de un accidente se dé a la fuga sin prestar ayuda. ley 1768 de 10 de marzo de 1997 del codigo penal."
1826,"¿Qué artículo regula el aborto en caso de que se practique sin el consentimiento de la mujer?","El artículo 263 regula el aborto en caso de que se practique sin el consentimiento de la mujer. ley 1768 de 10 de marzo de 1997 del codigo penal."
1827,"¿Qué artículo establece sanciones si un aborto causa la muerte de la mujer?","El artículo 264 establece sanciones si un aborto causa la muerte de la mujer. ley 1768 de 10 de marzo de 1997 del codigo penal."
1828,"¿Qué artículo aborda el aborto para salvar el honor de la mujer?","El artículo 265 aborda el aborto honoris causa, para salvar el honor de la mujer. ley 1768 de 10 de marzo de 1997 del codigo penal."
1829,"¿Qué artículo me protege si el aborto se realiza para proteger la vida o salud de la madre?","El artículo 266 me protege si el aborto se realiza para proteger la vida o salud de la madre. ley 1768 de 10 de marzo de 1997 del codigo penal."
1830,"¿Qué artículo establece una sanción por un aborto causado por violencia, aunque no haya intención?","El artículo 267 establece una sanción por un aborto causado por violencia, aunque no haya intención de causarlo. ley 1768 de 10 de marzo de 1997 del codigo penal."
1831,"¿Qué artículo sanciona un aborto causado por negligencia o culpa?","El artículo 268 sanciona un aborto causado por negligencia o culpa. ley 1768 de 10 de marzo de 1997 del codigo penal."
1832,"¿Qué artículo sanciona a quienes practican abortos de manera habitual?","El artículo 269 sanciona a quienes se dedican habitualmente a la práctica del aborto. ley 1768 de 10 de marzo de 1997 del codigo penal."
1833,"¿Qué artículo establece penas más severas si una lesión gravísima causa una incapacidad permanente para trabajar?","El artículo 270 establece penas más severas si una lesión gravísima causa una incapacidad permanente para trabajar. ley 1768 de 10 de marzo de 1997 del codigo penal."
